"Column Name","Label"
"GEO_ID","Geography"
"NAME","Geographic Area Name"
"C24010_001E","Estimate!!Total"
"C24010_001M","Margin of Error!!Total"
"C24010_002E","Estimate!!Total!!Male"
"C24010_002M","Margin of Error!!Total!!Male"
"C24010_003E","Estimate!!Total!!Male!!Management, business, science, and arts occupations"
"C24010_003M","Margin of Error!!Total!!Male!!Management, business, science, and arts occupations"
"C24010_004E","Estimate!!Total!!Male!!Management, business, science, and arts occupations!!Management, business, and financial occupations"
"C24010_004M","Margin of Error!!Total!!Male!!Management, business, science, and arts occupations!!Management, business, and financial occupations"
"C24010_005E","Estimate!!Total!!Male!!Management, business, science, and arts occupations!!Management, business, and financial occupations!!Management occupations"
"C24010_005M","Margin of Error!!Total!!Male!!Management, business, science, and arts occupations!!Management, business, and financial occupations!!Management occupations"
"C24010_006E","Estimate!!Total!!Male!!Management, business, science, and arts occupations!!Management, business, and financial occupations!!Business and financial operations occupations"
"C24010_006M","Margin of Error!!Total!!Male!!Management, business, science, and arts occupations!!Management, business, and financial occupations!!Business and financial operations occupations"
"C24010_007E","Estimate!!Total!!Male!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations"
"C24010_007M","Margin of Error!!Total!!Male!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations"
"C24010_008E","Estimate!!Total!!Male!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations!!Computer and mathematical occupations"
"C24010_008M","Margin of Error!!Total!!Male!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations!!Computer and mathematical occupations"
"C24010_009E","Estimate!!Total!!Male!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations!!Architecture and engineering occupations"
"C24010_009M","Margin of Error!!Total!!Male!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations!!Architecture and engineering occupations"
"C24010_010E","Estimate!!Total!!Male!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations!!Life, physical, and social science occupations"
"C24010_010M","Margin of Error!!Total!!Male!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations!!Life, physical, and social science occupations"
"C24010_011E","Estimate!!Total!!Male!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations"
"C24010_011M","Margin of Error!!Total!!Male!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations"
"C24010_012E","Estimate!!Total!!Male!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Community and social service occupations"
"C24010_012M","Margin of Error!!Total!!Male!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Community and social service occupations"
"C24010_013E","Estimate!!Total!!Male!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Legal occupations"
"C24010_013M","Margin of Error!!Total!!Male!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Legal occupations"
"C24010_014E","Estimate!!Total!!Male!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Educational instruction, and library occupations"
"C24010_014M","Margin of Error!!Total!!Male!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Educational instruction, and library occupations"
"C24010_015E","Estimate!!Total!!Male!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Arts, design, entertainment, sports, and media occupations"
"C24010_015M","Margin of Error!!Total!!Male!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Arts, design, entertainment, sports, and media occupations"
"C24010_016E","Estimate!!Total!!Male!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations"
"C24010_016M","Margin of Error!!Total!!Male!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations"
"C24010_017E","Estimate!!Total!!Male!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations!!Health diagnosing and treating practitioners and other technical occupations"
"C24010_017M","Margin of Error!!Total!!Male!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations!!Health diagnosing and treating practitioners and other technical occupations"
"C24010_018E","Estimate!!Total!!Male!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations!!Health technologists and technicians"
"C24010_018M","Margin of Error!!Total!!Male!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations!!Health technologists and technicians"
"C24010_019E","Estimate!!Total!!Male!!Service occupations"
"C24010_019M","Margin of Error!!Total!!Male!!Service occupations"
"C24010_020E","Estimate!!Total!!Male!!Service occupations!!Healthcare support occupations"
"C24010_020M","Margin of Error!!Total!!Male!!Service occupations!!Healthcare support occupations"
"C24010_021E","Estimate!!Total!!Male!!Service occupations!!Protective service occupations"
"C24010_021M","Margin of Error!!Total!!Male!!Service occupations!!Protective service occupations"
"C24010_022E","Estimate!!Total!!Male!!Service occupations!!Protective service occupations!!Firefighting and prevention, and other protective service workers including supervisors"
"C24010_022M","Margin of Error!!Total!!Male!!Service occupations!!Protective service occupations!!Firefighting and prevention, and other protective service workers including supervisors"
"C24010_023E","Estimate!!Total!!Male!!Service occupations!!Protective service occupations!!Law enforcement workers including supervisors"
"C24010_023M","Margin of Error!!Total!!Male!!Service occupations!!Protective service occupations!!Law enforcement workers including supervisors"
"C24010_024E","Estimate!!Total!!Male!!Service occupations!!Food preparation and serving related occupations"
"C24010_024M","Margin of Error!!Total!!Male!!Service occupations!!Food preparation and serving related occupations"
"C24010_025E","Estimate!!Total!!Male!!Service occupations!!Building and grounds cleaning and maintenance occupations"
"C24010_025M","Margin of Error!!Total!!Male!!Service occupations!!Building and grounds cleaning and maintenance occupations"
"C24010_026E","Estimate!!Total!!Male!!Service occupations!!Personal care and service occupations"
"C24010_026M","Margin of Error!!Total!!Male!!Service occupations!!Personal care and service occupations"
"C24010_027E","Estimate!!Total!!Male!!Sales and office occupations"
"C24010_027M","Margin of Error!!Total!!Male!!Sales and office occupations"
"C24010_028E","Estimate!!Total!!Male!!Sales and office occupations!!Sales and related occupations"
"C24010_028M","Margin of Error!!Total!!Male!!Sales and office occupations!!Sales and related occupations"
"C24010_029E","Estimate!!Total!!Male!!Sales and office occupations!!Office and administrative support occupations"
"C24010_029M","Margin of Error!!Total!!Male!!Sales and office occupations!!Office and administrative support occupations"
"C24010_030E","Estimate!!Total!!Male!!Natural resources, construction, and maintenance occupations"
"C24010_030M","Margin of Error!!Total!!Male!!Natural resources, construction, and maintenance occupations"
"C24010_031E","Estimate!!Total!!Male!!Natural resources, construction, and maintenance occupations!!Farming, fishing, and forestry occupations"
"C24010_031M","Margin of Error!!Total!!Male!!Natural resources, construction, and maintenance occupations!!Farming, fishing, and forestry occupations"
"C24010_032E","Estimate!!Total!!Male!!Natural resources, construction, and maintenance occupations!!Construction and extraction occupations"
"C24010_032M","Margin of Error!!Total!!Male!!Natural resources, construction, and maintenance occupations!!Construction and extraction occupations"
"C24010_033E","Estimate!!Total!!Male!!Natural resources, construction, and maintenance occupations!!Installation, maintenance, and repair occupations"
"C24010_033M","Margin of Error!!Total!!Male!!Natural resources, construction, and maintenance occupations!!Installation, maintenance, and repair occupations"
"C24010_034E","Estimate!!Total!!Male!!Production, transportation, and material moving occupations"
"C24010_034M","Margin of Error!!Total!!Male!!Production, transportation, and material moving occupations"
"C24010_035E","Estimate!!Total!!Male!!Production, transportation, and material moving occupations!!Production occupations"
"C24010_035M","Margin of Error!!Total!!Male!!Production, transportation, and material moving occupations!!Production occupations"
"C24010_036E","Estimate!!Total!!Male!!Production, transportation, and material moving occupations!!Transportation occupations"
"C24010_036M","Margin of Error!!Total!!Male!!Production, transportation, and material moving occupations!!Transportation occupations"
"C24010_037E","Estimate!!Total!!Male!!Production, transportation, and material moving occupations!!Material moving occupations"
"C24010_037M","Margin of Error!!Total!!Male!!Production, transportation, and material moving occupations!!Material moving occupations"
"C24010_038E","Estimate!!Total!!Female"
"C24010_038M","Margin of Error!!Total!!Female"
"C24010_039E","Estimate!!Total!!Female!!Management, business, science, and arts occupations"
"C24010_039M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations"
"C24010_040E","Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Management, business, and financial occupations"
"C24010_040M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Management, business, and financial occupations"
"C24010_041E","Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Management, business, and financial occupations!!Management occupations"
"C24010_041M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Management, business, and financial occupations!!Management occupations"
"C24010_042E","Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Management, business, and financial occupations!!Business and financial operations occupations"
"C24010_042M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Management, business, and financial occupations!!Business and financial operations occupations"
"C24010_043E","Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations"
"C24010_043M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations"
"C24010_044E","Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations!!Computer and mathematical occupations"
"C24010_044M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations!!Computer and mathematical occupations"
"C24010_045E","Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations!!Architecture and engineering occupations"
"C24010_045M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations!!Architecture and engineering occupations"
"C24010_046E","Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations!!Life, physical, and social science occupations"
"C24010_046M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations!!Life, physical, and social science occupations"
"C24010_047E","Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations"
"C24010_047M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations"
"C24010_048E","Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Community and social service occupations"
"C24010_048M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Community and social service occupations"
"C24010_049E","Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Legal occupations"
"C24010_049M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Legal occupations"
"C24010_050E","Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Educational instruction, and library occupations"
"C24010_050M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Educational instruction, and library occupations"
"C24010_051E","Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Arts, design, entertainment, sports, and media occupations"
"C24010_051M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Arts, design, entertainment, sports, and media occupations"
"C24010_052E","Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations"
"C24010_052M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations"
"C24010_053E","Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations!!Health diagnosing and treating practitioners and other technical occupations"
"C24010_053M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations!!Health diagnosing and treating practitioners and other technical occupations"
"C24010_054E","Estimate!!Total!!Female!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations!!Health technologists and technicians"
"C24010_054M","Margin of Error!!Total!!Female!!Management, business, science, and arts occupations!!Healthcare practitioners and technical occupations!!Health technologists and technicians"
"C24010_055E","Estimate!!Total!!Female!!Service occupations"
"C24010_055M","Margin of Error!!Total!!Female!!Service occupations"
"C24010_056E","Estimate!!Total!!Female!!Service occupations!!Healthcare support occupations"
"C24010_056M","Margin of Error!!Total!!Female!!Service occupations!!Healthcare support occupations"
"C24010_057E","Estimate!!Total!!Female!!Service occupations!!Protective service occupations"
"C24010_057M","Margin of Error!!Total!!Female!!Service occupations!!Protective service occupations"
"C24010_058E","Estimate!!Total!!Female!!Service occupations!!Protective service occupations!!Firefighting and prevention, and other protective service workers including supervisors"
"C24010_058M","Margin of Error!!Total!!Female!!Service occupations!!Protective service occupations!!Firefighting and prevention, and other protective service workers including supervisors"
"C24010_059E","Estimate!!Total!!Female!!Service occupations!!Protective service occupations!!Law enforcement workers including supervisors"
"C24010_059M","Margin of Error!!Total!!Female!!Service occupations!!Protective service occupations!!Law enforcement workers including supervisors"
"C24010_060E","Estimate!!Total!!Female!!Service occupations!!Food preparation and serving related occupations"
"C24010_060M","Margin of Error!!Total!!Female!!Service occupations!!Food preparation and serving related occupations"
"C24010_061E","Estimate!!Total!!Female!!Service occupations!!Building and grounds cleaning and maintenance occupations"
"C24010_061M","Margin of Error!!Total!!Female!!Service occupations!!Building and grounds cleaning and maintenance occupations"
"C24010_062E","Estimate!!Total!!Female!!Service occupations!!Personal care and service occupations"
"C24010_062M","Margin of Error!!Total!!Female!!Service occupations!!Personal care and service occupations"
"C24010_063E","Estimate!!Total!!Female!!Sales and office occupations"
"C24010_063M","Margin of Error!!Total!!Female!!Sales and office occupations"
"C24010_064E","Estimate!!Total!!Female!!Sales and office occupations!!Sales and related occupations"
"C24010_064M","Margin of Error!!Total!!Female!!Sales and office occupations!!Sales and related occupations"
"C24010_065E","Estimate!!Total!!Female!!Sales and office occupations!!Office and administrative support occupations"
"C24010_065M","Margin of Error!!Total!!Female!!Sales and office occupations!!Office and administrative support occupations"
"C24010_066E","Estimate!!Total!!Female!!Natural resources, construction, and maintenance occupations"
"C24010_066M","Margin of Error!!Total!!Female!!Natural resources, construction, and maintenance occupations"
"C24010_067E","Estimate!!Total!!Female!!Natural resources, construction, and maintenance occupations!!Farming, fishing, and forestry occupations"
"C24010_067M","Margin of Error!!Total!!Female!!Natural resources, construction, and maintenance occupations!!Farming, fishing, and forestry occupations"
"C24010_068E","Estimate!!Total!!Female!!Natural resources, construction, and maintenance occupations!!Construction and extraction occupations"
"C24010_068M","Margin of Error!!Total!!Female!!Natural resources, construction, and maintenance occupations!!Construction and extraction occupations"
"C24010_069E","Estimate!!Total!!Female!!Natural resources, construction, and maintenance occupations!!Installation, maintenance, and repair occupations"
"C24010_069M","Margin of Error!!Total!!Female!!Natural resources, construction, and maintenance occupations!!Installation, maintenance, and repair occupations"
"C24010_070E","Estimate!!Total!!Female!!Production, transportation, and material moving occupations"
"C24010_070M","Margin of Error!!Total!!Female!!Production, transportation, and material moving occupations"
"C24010_071E","Estimate!!Total!!Female!!Production, transportation, and material moving occupations!!Production occupations"
"C24010_071M","Margin of Error!!Total!!Female!!Production, transportation, and material moving occupations!!Production occupations"
"C24010_072E","Estimate!!Total!!Female!!Production, transportation, and material moving occupations!!Transportation occupations"
"C24010_072M","Margin of Error!!Total!!Female!!Production, transportation, and material moving occupations!!Transportation occupations"
"C24010_073E","Estimate!!Total!!Female!!Production, transportation, and material moving occupations!!Material moving occupations"
"C24010_073M","Margin of Error!!Total!!Female!!Production, transportation, and material moving occupations!!Material moving occupations"
